0 -0.00688486 0.0270492 -0.00630866 2.90929 0.642879 0
2 -0.00326891 0.0277096 -0.00627806 2.94929 0.427133 0.0495906
4 0.000378724 0.0281019 -0.0061867 2.96062 0.209102 0.0982872
6 0.00402293 0.0282272 -0.00603654 2.944 -0.00478966 0.144705
8 0.00763058 0.0280941 -0.00583114 2.9019 -0.208842 0.187708
10 0.0111725 0.0277179 -0.00557524 2.83811 -0.398624 0.226501
12 0.0146246 0.0271179 -0.00527431 2.75708 -0.571211 0.260656
14 0.0179685 0.0263165 -0.00493419 2.66336 -0.725142 0.290073
16 0.0211912 0.0253369 -0.00456064 2.56115 -0.860186 0.314905
18 0.0242845 0.024202 -0.00415913 2.45407 -0.977017 0.335478
20 0.0272442 0.0229337 -0.00373465 2.34504 -1.0769 0.352214
22 0.0300694 0.0215518 -0.00329166 2.23631 -1.16142 0.365571
24 0.0327616 0.0200743 -0.00283405 2.12951 -1.23228 0.376006
26 0.0353239 0.0185169 -0.00236514 2.02577 -1.29116 0.383946
28 0.0377604 0.0168935 -0.00188778 1.92585 -1.33965 0.389776
30 0.0400763 0.0152159 -0.00140435 1.83017 -1.37918 0.393836
32 0.042277 0.0134944 -0.00091686 1.73895 -1.41102 0.396417
34 0.0443679 0.0117378 -0.000426962 1.65225 -1.43631 0.397771
36 0.0463547 0.00995356 6.39572e-05 1.57002 -1.45601 0.398107
38 0.0482427 0.00814804 0.000554757 1.49212 -1.47094 0.397604
40 0.0500372 0.00632666 0.0010445 1.41838 -1.48182 0.396409
42 0.0517432 0.00449404 0.0015324 1.3486 -1.48926 0.394647
44 0.0533655 0.0026541 0.00201783 1.28256 -1.49377 0.39242
46 0.0549085 0.000810173 0.00250028 1.22005 -1.49579 0.389815
48 0.0563765 -0.00103489 0.00297932 1.16084 -1.49568 0.386902
50 0.0577734 -0.00287868 0.0034546 1.10472 -1.49377 0.383742
52 0.0591029 -0.00471914 0.00392586 1.0515 -1.49032 0.380383
54 0.0603684 -0.00655452 0.00439288 1.00098 -1.48556 0.376868
56 0.0615732 -0.00838332 0.00485549 0.952988 -1.47969 0.373229
58 0.0627202 -0.0102043 0.00531354 0.90735 -1.47287 0.369497
60 0.0638124 -0.0120163 0.00576695 0.863912 -1.46525 0.365695
62 0.0648522 -0.0138185 0.00621563 0.822529 -1.45694 0.361842
64 0.0658422 -0.0156101 0.00665954 0.783067 -1.44806 0.357955
66 0.0667846 -0.0173905 0.00709864 0.745402 -1.4387 0.354049
68 0.0676817 -0.019159 0.00753291 0.709419 -1.42892 0.350135
70 0.0685353 -0.0209152 0.00796236 0.675011 -1.4188 0.346221
72 0.0693474 -0.0226588 0.00838699 0.64208 -1.4084 0.342317
74 0.0701198 -0.0243894 0.00880681 0.610535 -1.39776 0.338429
76 0.070854 -0.0261068 0.00922185 0.580292 -1.38693 0.334562
78 0.0715518 -0.0278107 0.00963213 0.551274 -1.37594 0.330721
80 0.0722144 -0.0295009 0.0100377 0.523407 -1.36484 0.326908
82 0.0728434 -0.0311775 0.0104386 0.496626 -1.35364 0.323128
84 0.0734399 -0.0328401 0.0108348 0.470868 -1.34237 0.319383
86 0.0740053 -0.0344888 0.0112265 0.446075 -1.33105 0.315674
88 0.0745407 -0.0361236 0.0116135 0.422195 -1.3197 0.312002
90 0.0750472 -0.0377443 0.0119961 0.399178 -1.30833 0.30837
92 0.0755257 -0.039351 0.0123743 0.376977 -1.29697 0.304777
94 0.0759774 -0.0409437 0.012748 0.355549 -1.28561 0.301224
96 0.0764031 -0.0425224 0.0131173 0.334855 -1.27428 0.297712
98 0.0768037 -0.0440872 0.0134824 0.314856 -1.26297 0.29424
100 0.0771801 -0.045638 0.0138432 0.295518 -1.25171 0.290808
102 0.077533 -0.0471749 0.0141998 0.276809 -1.24048 0.287417
104 0.0778632 -0.0486981 0.0145522 0.258697 -1.22931 0.284066
106 0.0781714 -0.0502075 0.0149006 0.241154 -1.21819 0.280755
108 0.0784583 -0.0517032 0.0152448 0.224153 -1.20713 0.277483
110 0.0787245 -0.0531853 0.0155851 0.207669 -1.19613 0.27425
112 0.0789708 -0.0546538 0.0159214 0.191678 -1.1852 0.271056
114 0.0791976 -0.056109 0.0162537 0.176158 -1.17433 0.267899
116 0.0794055 -0.0575507 0.0165822 0.161088 -1.16353 0.264779
118 0.0795951 -0.0589792 0.0169069 0.146449 -1.1528 0.261696
120 0.0797669 -0.0603945 0.0172278 0.132221 -1.14214 0.258648
122 0.0799215 -0.0617968 0.017545 0.118388 -1.13156 0.255636
124 0.0800591 -0.063186 0.0178584 0.104933 -1.12105 0.252659
126 0.0801805 -0.0645622 0.0181683 0.0918395 -1.11061 0.249715
128 0.0802858 -0.0659257 0.0184745 0.0790938 -1.10025 0.246805
130 0.0803757 -0.0672764 0.0187771 0.0666816 -1.08996 0.243927
132 0.0804505 -0.0686144 0.0190762 0.0545899 -1.07974 0.241081
134 0.0805105 -0.06994 0.0193718 0.042806 -1.0696 0.238266
136 0.0805562 -0.071253 0.019664 0.0313182 -1.05953 0.235482
138 0.0805879 -0.0725537 0.0199527 0.0201153 -1.04953 0.232728
140 0.0806059 -0.073842 0.0202381 0.00918651 -1.0396 0.230003
142 0.0806106 -0.0751182 0.0205201 -0.00147821 -1.02975 0.227307
144 0.0806024 -0.0763823 0.0207988 -0.0118885 -1.01997 0.224639
